player_id,game_id,team_id,opponent_id,is_home,game_date,season,season_5on5_icetime_per_game,season_5on5_shifts_per_game,szn_toi_per_game_5on5,szn_toi_per_game_pp,szn_toi_per_game_pk,szn_shifts_per_game_pp,szn_shifts_per_game_pk,d5_sog_per60,d10_sog_per60,d20_sog_per60,attempts_d10_per60,rest_days,b2b_flag,pace_matchup_index
8474141,2025020703,17,8,False,2026-01-10,2025,,,13.2,3.2375,0.373809523809524,3.1875,1.28571428571429,,,,,2,False,0.98270068450528936031
8474150,2025020698,20,5,False,2026-01-10,2025,,,14.3916666666667,1.09469696969697,1.82948717948718,1.81818181818182,3.42307692307692,,,,,2,False,1.04821406347230870000
8474151,2025020705,14,4,False,2026-01-10,2025,,,17.0083333333333,0.841666666666667,3.725,1.75,5.75,,,,,19,False,0.94994399502177971496
8474189,2025020704,9,13,True,2026-01-10,2025,,,9.22833333333333,1.59333333333333,1.59375,2,2.875,,,,,2,False,1.04821406347230870000
8474563,2025020709,26,22,False,2026-01-10,2025,,,18.6525,2.4787037037037,1.69313725490196,2.88888888888889,3.23529411764706,,,,,1,True,0.98270068450528936031
8474564,2025020707,18,16,True,2026-01-10,2025,,,14.0766666666667,3.26733333333333,0.298148148148148,3.12,1.33333333333333,,,,,2,False,1.01545737398879900000
8474567,2025020708,30,2,True,2026-01-10,2025,,,13.7822222222222,0.358333333333333,1.25,1,1.9,,,,,7,False,1.08097075295581830000
8474574,2025020702,23,10,False,2026-01-10,2025,,,17.6047619047619,0.385,2.32833333333333,1.3,3.25,,,,,2,False,1.01545737398879900000
8474578,2025020698,5,20,True,2026-01-10,2025,,,19.2416666666667,3.29298245614035,2.28333333333333,3,3,,,,,2,False,1.04821406347230870000
8474586,2025020706,55,12,False,2026-01-10,2025,,,15.3724637681159,2.73106060606061,0.534615384615385,2.77272727272727,1.69230769230769,,,,,4,False,1.01545737398879900000
8474600,2025020707,18,16,True,2026-01-10,2025,,,18.1558823529412,3.42843137254902,1.42083333333333,3.41176470588235,2.625,,,,,2,False,1.01545737398879900000
8474612,2025020703,17,8,False,2026-01-10,2025,,,13.652380952381,0.491666666666667,1.38095238095238,1.5,2.28571428571429,,,,,20,False,1.01545737398879900000
8474641,2025020709,22,26,True,2026-01-10,2025,,,10.9173611111111,1.03055555555556,1.73333333333333,1.72222222222222,3.17391304347826,,,,,4,False,0.94994399502177971496
8474716,2025020708,30,2,True,2026-01-10,2025,,,15.580303030303,2.08257575757576,1.92222222222222,2.63636363636364,2.47619047619048,,,,,2,False,1.08097075295581830000
8475149,2025020708,30,2,True,2026-01-10,2025,,,13.1434782608696,1.85942028985507,0.814705882352941,2.39130434782609,1.70588235294118,,,,,2,False,1.08097075295581830000
8475151,2025020708,2,30,False,2026-01-10,2025,,,12.7018518518519,4.27222222222222,2.44259259259259,3.77777777777778,4.22222222222222,,,,,43,False,1.01545737398879900000
