identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824474:671056:hits:0.5,2026-08-20,824474,671056,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,48,24.0,0.5108162234330459
824474:680574:hits:0.5,2026-08-20,824474,680574,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,52,23.0,0.4600951418708428
824474:682829:hits:0.5,2026-08-20,824474,682829,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,54,32.0,0.5904146534233962
824474:691023:hits:0.5,2026-08-20,824474,691023,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,65,46.0,0.6932288837294598
824474:691026:hits:0.5,2026-08-20,824474,691026,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,75,47.0,0.6217555242439827
824474:691458:hits:0.5,2026-08-20,824474,691458,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,45,26.0,0.5774661983443503
824474:695491:hits:0.5,2026-08-20,824474,695491,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,6,2.0,0.471836322303612
824474:699302:hits:0.5,2026-08-20,824474,699302,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,9,1.0,0.3297475595441511
824474:699625:hits:0.5,2026-08-20,824474,699625,2026-08-20T15:31:28.467250+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,35,15.0,0.45594670958722255
824474:701398:hits:0.5,2026-08-20,824474,701398,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,71,52.0,0.7165279558512729
824474:701675:hits:0.5,2026-08-20,824474,701675,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,63,34.0,0.5437423734119798
824474:802139:hits:0.5,2026-08-20,824474,802139,2026-08-20T10:30:52.171495+00:00,2026-08-20T12:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,67,38.0,0.5680761134966742
824589:621566:hits:0.5,2026-08-20,824589,621566,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,77,51.0,0.6541848060264772
824589:643217:hits:0.5,2026-08-20,824589,643217,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,55,33.0,0.5969160081309614
824589:643289:hits:0.5,2026-08-20,824589,643289,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,51,34.0,0.6543340425805181
824589:645277:hits:0.5,2026-08-20,824589,645277,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,69,41.0,0.5922819287305269
824589:657041:hits:0.5,2026-08-20,824589,657041,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,54,31.0,0.5742856211653317
824589:660670:hits:0.5,2026-08-20,824589,660670,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,21,14.0,0.6415761555948472
824589:663586:hits:0.5,2026-08-20,824589,663586,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,77,42.0,0.5483024530853008
824589:669221:hits:0.5,2026-08-20,824589,669221,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,6,3.0,0.5432648937321835
824589:671739:hits:0.5,2026-08-20,824589,671739,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,53,38.0,0.698454237905747
824589:671976:hits:0.5,2026-08-20,824589,671976,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,64,35.0,0.550079284892369
824589:678246:hits:0.5,2026-08-20,824589,678246,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,74,50.0,0.6659232745396411
824589:686948:hits:0.5,2026-08-20,824589,686948,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,53,32.0,0.6000935821680421
824589:691011:hits:0.5,2026-08-20,824589,691011,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,32,12.0,0.41514271280626425
824589:695657:hits:0.5,2026-08-20,824589,695657,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,68,37.0,0.5474435330559285
824589:695731:hits:0.5,2026-08-20,824589,695731,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,56,34.0,0.6032141955039151
824589:803011:hits:0.5,2026-08-20,824589,803011,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,67,40.0,0.5947427801633409
824589:805367:hits:0.5,2026-08-20,824589,805367,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,72,49.0,0.6700713564031321
824589:808959:hits:0.5,2026-08-20,824589,808959,2026-08-20T10:30:52.171495+00:00,2026-08-20T14:10:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,45,32.0,0.6906737455141616
824802:624413:hits:0.5,2026-08-20,824802,624413,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7139473689811761,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,74,51.0,0.6781183964908606
824802:641857:hits:0.5,2026-08-20,824802,641857,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,49,26.0,0.5369422546008872
824802:641933:hits:0.5,2026-08-20,824802,641933,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,41,21.0,0.5225654798418483
824802:663757:hits:0.5,2026-08-20,824802,663757,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,57,32.0,0.5631647463423164
824802:665750:hits:0.5,2026-08-20,824802,665750,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,63,33.0,0.5296578663697262
824802:665862:hits:0.5,2026-08-20,824802,665862,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,69,38.0,0.5533208897694879
824802:665966:hits:0.5,2026-08-20,824802,665966,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,31,8.0,0.32322329518591203
824802:669224:hits:0.5,2026-08-20,824802,669224,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,54,21.0,0.4129952985846866
824802:671218:hits:0.5,2026-08-20,824802,671218,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,41,25.0,0.6041981329030728
824802:671277:hits:0.5,2026-08-20,824802,671277,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,30,20.0,0.6475186450592255
824802:676609:hits:0.5,2026-08-20,824802,676609,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,38,20.0,0.5349067067880559
824802:681297:hits:0.5,2026-08-20,824802,681297,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,51,23.0,0.46789336461441644
824802:682987:hits:0.5,2026-08-20,824802,682987,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,39,19.0,0.502249117281927
824802:683002:hits:0.5,2026-08-20,824802,683002,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,64,35.0,0.550079284892369
824802:687637:hits:0.5,2026-08-20,824802,687637,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,27,16.0,0.5887345289214448
824802:687952:hits:0.5,2026-08-20,824802,687952,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,22,12.0,0.553523617075019
824802:691723:hits:0.5,2026-08-20,824802,691723,2026-08-20T10:30:52.171495+00:00,2026-08-20T18:35:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-20/canonical_outcome_reconciliation.csv,0.575713564031321,58,31.0,0.5394804320037965
